"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128"
"1" 53.8 60.08 28.12 14.92 15.36 21.52 15.92 20.24 21.32 21.84 14.44 26.48 89.56 92 20.24 8.36 8.84 10.92 11.12 16.8 79.28 78.64 11.2 3.08 12.6 12.16 8.44 6.36 21.76 24.52 9.16 5.32 38.52 93.24 52 16.72 9.24 10.28 5.2 6.24 48.28 106.56 47.36 20.08 62.96 64.96 14.56 10.28 9.24 15.04 16.96 36.4 112.28 96.64 19.76 6.68 13.64 11.64 7.44 12.56 36.08 26.8 11.96 9.8 21.32 40.4 22.92 14.52 20.28 31.44 28 17.76 38.6 103.64 68.84 38.64 27.12 22.8 15.68 12.56 13.68 34.8 51.52 73.16 83.28 39.88 11.44 9.72 12.44 15.76 9.72 17.24 33.76 26.2 17.28 13.64 13.52 17.24 13.2 16.4 25.52 22.76 33.68 23.24 17.24 17.84 18.32 24.08 38.28 31.24 34.52 22.08 21.76 21.36 18.04 19.48 38.48 35.04 28.92 30.64 9.48 9.24 10.04 11.96 26.4 22.08 24.08 22.12
"2" 11.7142857142857 11.6428571428571 11.2142857142857 26.7857142857143 51.2142857142857 46.1428571428571 21.2857142857143 8.5 16.0714285714286 33.8571428571429 38.6428571428571 25.9285714285714 22.3571428571429 19.7857142857143 22.3571428571429 16.5 34.4285714285714 32.7857142857143 22.0714285714286 18.6428571428571 13.2142857142857 11.9285714285714 29.0714285714286 39 26.7142857142857 46.4285714285714 38.5 14.7142857142857 11.9285714285714 14.7857142857143 25.0714285714286 23.2857142857143 9.57142857142857 5 3.5 12.5714285714286 49.9285714285714 95.6428571428571 60.5714285714286 18.2142857142857 14.2142857142857 7.21428571428571 9.92857142857143 12.2857142857143 22.2857142857143 68.5 110.857142857143 66.5714285714286 24.0714285714286 22.2142857142857 18.4285714285714 30.5714285714286 59.4285714285714 56.5 73.7142857142857 41.6428571428571 20 28.7142857142857 38.9285714285714 30.6428571428571 27.7857142857143 13.8571428571429 25.3571428571429 26.2857142857143 17.0714285714286 16.8571428571429 11.2142857142857 19.5714285714286 36.5 56.5714285714286 63.0714285714286 34.7142857142857 19.1428571428571 18.5 23.7142857142857 47.4285714285714 64.9285714285714 62.5714285714286 77.6428571428571 37.2142857142857 14.8571428571429 11.3571428571429 18.4285714285714 65.1428571428571 106.928571428571 61.7142857142857 25.5714285714286 14.9285714285714 37.3571428571429 13.0714285714286 22.0714285714286 21 27.6428571428571 14.8571428571429 33.3571428571429 47 13.3571428571429 23.7857142857143 22.8571428571429 22.0714285714286 36 34.4285714285714 19.5 18.4285714285714 12.3571428571429 13.5714285714286 18.3571428571429 30.9285714285714 73.1428571428571 52.2857142857143 26.5 16.5 11.1428571428571 6.07142857142857 9.42857142857143 25.6428571428571 85.2142857142857 66.9285714285714 22 10.8571428571429 32.4285714285714 13.6428571428571 14 9.21428571428571 15.8571428571429 23.2142857142857 40.3571428571429 37.2142857142857
"3" 9.13636363636364 9.13636363636364 27.0454545454545 11.6363636363636 10.4090909090909 27.8181818181818 43.8636363636364 20.9090909090909 12.4545454545455 11.2727272727273 32.5 18.9090909090909 16.6818181818182 35.0909090909091 59.0909090909091 33.1363636363636 13.9090909090909 17.4090909090909 36.2727272727273 29.9545454545455 12.8181818181818 16.4545454545455 46.2272727272727 22.5 9.63636363636364 18.6363636363636 27.2272727272727 13.8181818181818 9.13636363636364 13.0909090909091 32.6363636363636 15.7727272727273 12.0454545454545 28.3636363636364 75.9545454545455 25.8181818181818 6.90909090909091 11.0909090909091 24.3181818181818 12.8181818181818 20.0454545454545 32.5909090909091 78.2272727272727 46.5 25.1363636363636 27.0454545454545 21.6363636363636 18.4090909090909 14.7727272727273 26 72.9090909090909 66.2272727272727 29.7727272727273 22.5909090909091 19.7272727272727 9.40909090909091 11.4090909090909 32.4090909090909 75.2727272727273 24.1818181818182 10.6363636363636 5.77272727272727 12.8181818181818 10.9090909090909 3.59090909090909 31.1363636363636 107.318181818182 20 2.90909090909091 11.8181818181818 56.0454545454545 7.72727272727273 8.86363636363636 41.4545454545455 107.545454545455 36.5909090909091 10.3636363636364 18.5909090909091 69.2272727272727 8.86363636363636 7.95454545454545 22.1363636363636 85.0909090909091 54.5 11.1363636363636 24.7727272727273 70.8181818181818 18.2727272727273 9.90909090909091 25.5909090909091 62.3181818181818 23.0909090909091 9.22727272727273 17.6818181818182 54.7727272727273 18.2727272727273 4.95454545454545 8.45454545454546 17.1363636363636 1.95454545454545 1.54545454545455 16.5 113.090909090909 24.9545454545455 4.77272727272727 6.86363636363636 22.0454545454545 5.36363636363636 3.09090909090909 22 124.681818181818 30 1.95454545454545 4.77272727272727 16.9545454545455 8.54545454545454 9.54545454545454 40.1363636363636 119.227272727273 24.3636363636364 2.27272727272727 3.04545454545455 10.7727272727273 5.5 12.6818181818182 33.6363636363636 93.1363636363636 22.1818181818182
"4" 12.8888888888889 22.7777777777778 55.2222222222222 14.4444444444444 8.33333333333333 21.3333333333333 7.22222222222222 4.22222222222222 11.8888888888889 70.7777777777778 75.5555555555556 19.7777777777778 4.55555555555556 15.1111111111111 14.6666666666667 8.77777777777778 25.7777777777778 124.222222222222 73.5555555555556 4 0.222222222222222 6.22222222222222 8.55555555555556 6.66666666666667 40.6666666666667 120.888888888889 31.8888888888889 1.22222222222222 0.666666666666667 0.222222222222222 6.33333333333333 7.33333333333333 9.33333333333333 10.6666666666667 22.7777777777778 11.8888888888889 23.6666666666667 24.7777777777778 26.4444444444444 22.5555555555556 24.4444444444444 33 26.5555555555556 6.66666666666667 5.33333333333333 18.4444444444444 82.7777777777778 66.1111111111111 34.8888888888889 55.8888888888889 16.3333333333333 5 19.6666666666667 55.6666666666667 70.4444444444444 28 91.3333333333333 120.111111111111 19.4444444444444 2.22222222222222 4.88888888888889 7 8 14.8888888888889 20.3333333333333 6.33333333333333 5.77777777777778 11.6666666666667 31.7777777777778 35 34.7777777777778 33.4444444444444 48.5555555555556 35.8888888888889 19.8888888888889 9.55555555555556 10.1111111111111 12.6666666666667 53.3333333333333 63.4444444444444 32.4444444444444 13.2222222222222 19.3333333333333 12.3333333333333 33.4444444444444 60.1111111111111 53.6666666666667 39.1111111111111 55.8888888888889 29.7777777777778 10.1111111111111 4.33333333333333 15.8888888888889 34 40.4444444444444 38.1111111111111 20.7777777777778 3.77777777777778 4.66666666666667 19.4444444444444 30 26.4444444444444 24.3333333333333 27.1111111111111 39.7777777777778 8 4.66666666666667 9.66666666666667 12.8888888888889 16.1111111111111 37.2222222222222 64.3333333333333 32.5555555555556 6 6.55555555555556 8.33333333333333 12.6666666666667 16.4444444444444 45 64.1111111111111 26 4 3.33333333333333 15.2222222222222 21.6666666666667 21.2222222222222 46.8888888888889 63.2222222222222
"5" 5.0625 12.1875 41.5625 32.625 20.5625 23.25 32.5625 7.1875 4.25 9.125 42.25 27.375 23.5625 25 29.625 7.625 7.1875 25.125 43.125 19.5 15.125 21.875 23.0625 6.8125 24.375 36.75 33.875 10 4.375 5.3125 17.1875 24.0625 11.875 4.8125 4.3125 5.5 15.1875 61.125 113.5 43.8125 3.3125 2.5 4.6875 8.4375 19.1875 93.1875 124.25 36.3125 5.125 5.5 5.1875 4.0625 22.1875 120.9375 123.625 17.375 20.875 21.625 13.25 4.1875 3.1875 44 84.625 40.6875 26.6875 43.625 27.5 4.125 7.625 23.9375 60.375 31.9375 9.5625 19.5 32.75 24.0625 42.5625 58.9375 84.75 27.0625 9.875 10 17.5625 18.3125 58.625 107.5 79.3125 21.375 9.75 5.125 6.0625 2.9375 5.4375 58 112.25 47.8125 13.375 44.4375 45.9375 8.4375 3.75 5.25 15.6875 8.125 5.5 26.375 60.0625 29.1875 20.9375 12.75 8.3125 4.5 8.4375 23 50.375 18.5 18.0625 19.375 13.5625 9 6.375 18.375 39.3125 16.8125 9.5625 12.5625 17.1875 10.1875
"6" 4 5.13333333333333 26.7333333333333 20.8666666666667 3.4 3.8 8.6 9.86666666666667 4.93333333333333 5.6 38.4 20.2666666666667 3.8 6.6 11.8666666666667 13.8666666666667 5.73333333333333 5 28 20.4666666666667 16.2 12.1333333333333 17.0666666666667 8.46666666666667 6.6 4.8 16.4666666666667 10.2666666666667 8.4 14.8 19.2 8 9.46666666666667 7.73333333333333 25.6666666666667 15.2 12.2 6.06666666666667 20 17.6666666666667 12.6666666666667 12.8666666666667 46.7333333333333 39.5333333333333 13.9333333333333 8 24.4 21.8666666666667 18.2 15.1333333333333 59.5333333333333 31.4666666666667 15.2666666666667 11.4 32.8 25.9333333333333 8.8 11.6666666666667 35.5333333333333 25.6666666666667 17.4666666666667 14.7333333333333 31.6 16.7333333333333 6.2 11.9333333333333 69.2666666666667 26.8666666666667 6.13333333333333 5.8 24.5333333333333 13.4666666666667 7.06666666666667 10.4666666666667 86.4 50.2 14.6 13.5333333333333 31.5333333333333 25.8666666666667 13 12.1333333333333 110.466666666667 62.2 7.4 8.6 30.4 32.0666666666667 3.33333333333333 8 122.733333333333 70.6666666666667 8.4 10 21.2 11.9333333333333 4.46666666666667 14.6666666666667 125.466666666667 50.4 1.53333333333333 3.2 12.6666666666667 5.73333333333333 2.6 7.46666666666667 133.933333333333 85.8 6.26666666666667 6.26666666666667 18.3333333333333 10.0666666666667 1.06666666666667 4.86666666666667 146.4 96.1333333333333 2.86666666666667 3.13333333333333 25.3333333333333 14.7333333333333 4.33333333333333 6.53333333333333 140.866666666667 80 0.8 2.8 26.0666666666667 19.7333333333333
"7" 21.05 21 28.4 26.2 12.25 12.95 23.95 26.05 27.25 22.2 22.2 25.85 18 31.3 44.5 28.8 18.45 12.7 20.4 61.1 34.85 24.2 29 21.5 9.3 15.35 38.1 68.6 29.8 7.6 10.4 10.95 26.5 31.55 44 35.45 18.55 22.6 15.05 19.8 57.15 64.65 49.15 42.8 30.45 19.75 17.55 16.8 18.3 13.5 25.95 110.5 98.7 21.1 11.4 15.95 26.2 13.6 24.45 61.8 34.4 10.25 27.95 49.55 14.7 29.05 49.25 43.5 25.65 33.95 18.25 10.9 30.55 57.75 90.3 77 28.25 23.35 10.6 9.1 29.5 23 58.25 102.15 42.85 8.65 24.2 58.05 47.5 18.2 21.95 20.45 10.6 11.85 45.7 90.25 13.65 22.15 44.25 36.6 21.45 14.95 17.75 20.8 17.9 16.1 29.35 39.85 34.4 26.7 30.1 38.35 45.3 16.45 20.5 18.85 11.6 9.9 40.95 87.55 16.3 13.7 32.45 29.8 8.95 6.55 35.65 56.3
"8" 8.54166666666667 9.33333333333333 13.2916666666667 14.8333333333333 39.75 54.375 42.25 13 6.41666666666667 6.5 12.5416666666667 23.4166666666667 60.6666666666667 75.9583333333333 36.5 11.625 15.9166666666667 15.0416666666667 23.4166666666667 11.4583333333333 18.2083333333333 34.6666666666667 37.9166666666667 32.4583333333333 16.625 16.3333333333333 29.0833333333333 6.5 4.33333333333333 10.125 42.625 47.3333333333333 10.2916666666667 17.9583333333333 12.625 14.8333333333333 37.625 54.125 41.2083333333333 19.9166666666667 6.20833333333333 4.54166666666667 7.45833333333333 24.9583333333333 96.0416666666667 107.666666666667 41.875 18.4166666666667 38.1666666666667 8.20833333333333 7.875 10.5 25.7916666666667 30.4583333333333 89.25 116.583333333333 13.75 2.625 4.91666666666667 4.375 6.08333333333333 21 106.041666666667 100.583333333333 12.3333333333333 11.125 11.25 14.8333333333333 29.125 35.375 31.0833333333333 19.5833333333333 16.1666666666667 6.83333333333333 7 11.9166666666667 43.7083333333333 91.1666666666667 79.5 38.5416666666667 35.875 14.1666666666667 11.2083333333333 3.95833333333333 9.58333333333333 27.2083333333333 96.25 119.791666666667 16 10.75 9.625 9.58333333333333 10.9166666666667 15.875 63.1666666666667 71.8333333333333 9.125 11.7083333333333 15.9166666666667 16.5833333333333 24.6666666666667 18.7083333333333 18.8333333333333 14.5 22.6666666666667 16.9166666666667 17.7083333333333 13.625 18.4583333333333 19.25 27.9583333333333 22.75 28.625 30.8333333333333 24.875 7.54166666666667 7.625 12.625 29.4166666666667 33.625 16.4166666666667 24.875 23.5416666666667 13.75 6.83333333333333 9.29166666666667 21.0416666666667 24.25
"9" 27.8823529411765 21.1176470588235 15.9411764705882 9.29411764705882 12.2941176470588 24.3529411764706 39.4117647058824 31.4117647058824 23.0588235294118 12.5882352941176 15.0588235294118 12.4117647058824 24.6470588235294 52.9411764705882 68.2352941176471 32 12.2352941176471 8.76470588235294 20 14.9411764705882 16.4705882352941 56.6470588235294 86.4117647058823 32.2352941176471 3.47058823529412 4.41176470588235 7.64705882352941 12.2941176470588 18.2941176470588 48.4705882352941 78.3529411764706 16.7058823529412 30.5882352941176 21.9411764705882 18 18.3529411764706 15.1176470588235 8.05882352941176 21.5882352941176 34.3529411764706 21.0588235294118 39.0588235294118 69.2352941176471 78.7647058823529 55.8823529411765 19.8235294117647 24.7647058823529 20.3529411764706 19.7647058823529 107.176470588235 98.5294117647059 31.3529411764706 14.5882352941176 22.8823529411765 32.3529411764706 16.0588235294118 13.1764705882353 34.5294117647059 43.4705882352941 26.5294117647059 17 31.9411764705882 36.8823529411765 9.76470588235294 26.9411764705882 28.3529411764706 23.5294117647059 27.4705882352941 26.4705882352941 7.52941176470588 10.4705882352941 12.7058823529412 10.8235294117647 19.4705882352941 33.4117647058824 88 110.588235294118 39.5882352941176 5.58823529411765 4 43.7647058823529 102.352941176471 73.0588235294118 31.8235294117647 40.0588235294118 25.0588235294118 10.0588235294118 12.7647058823529 37.2352941176471 75.6470588235294 63.7058823529412 20.2352941176471 10.0588235294118 4.70588235294118 5.11764705882353 13.5882352941176 18.7058823529412 21 12.7058823529412 17.5294117647059 16.3529411764706 15.8823529411765 17.9411764705882 10.7058823529412 5.29411764705882 3.64705882352941 9.58823529411765 32.7058823529412 59.5882352941176 52.8235294117647 28.3529411764706 6.64705882352941 24.6470588235294 17.0588235294118 10.4705882352941 16 33.4117647058824 40.4117647058824 49.8823529411765 42.4117647058824 31.9411764705882 30.2352941176471 12.5882352941176 3.29411764705882 8.76470588235294 11.9411764705882 30.2352941176471 37.3529411764706
"10" 6.42857142857143 9.57142857142857 13.1428571428571 12.4285714285714 54.2142857142857 16 6 1.85714285714286 70.6428571428571 21.1428571428571 8.14285714285714 7.35714285714286 24.5 9.21428571428571 7.28571428571429 16.1428571428571 131.214285714286 24.4285714285714 1.07142857142857 0.642857142857143 4.71428571428571 1.07142857142857 2.78571428571429 32.1428571428571 52.2142857142857 12.5714285714286 4.85714285714286 4.92857142857143 9.21428571428571 1.71428571428571 5.07142857142857 15.6428571428571 4 5.71428571428571 7.07142857142857 16.5714285714286 40.3571428571429 43.5714285714286 72.0714285714286 5.35714285714286 71.9285714285714 25.2142857142857 2.35714285714286 7.64285714285714 20.4285714285714 26.5 81.5714285714286 28.5714285714286 136.428571428571 33.5 0.642857142857143 1.14285714285714 6.92857142857143 5.42857142857143 20.2142857142857 55.1428571428571 53.3571428571429 10.1428571428571 6.78571428571429 4.92857142857143 11.7857142857143 11.6428571428571 10.5714285714286 19.6428571428571 0.571428571428571 7 29.1428571428571 6.64285714285714 11.2142857142857 54 133.428571428571 12.3571428571429 9.92857142857143 7.78571428571429 31.2142857142857 2.78571428571429 4 51.7142857142857 138.357142857143 42.1428571428571 81.2857142857143 18.3571428571429 24.2857142857143 5.92857142857143 6.57142857142857 16.0714285714286 94.0714285714286 95.7142857142857 39.0714285714286 18.6428571428571 18.6428571428571 7.21428571428571 12 18.7857142857143 22.6428571428571 24.7142857142857 1.35714285714286 16 67.7857142857143 12.9285714285714 3.42857142857143 9.78571428571429 38.1428571428571 3.07142857142857 3.21428571428571 22.8571428571429 66.7142857142857 12.8571428571429 6.21428571428571 14.4285714285714 43.2857142857143 4.5 8.92857142857143 28.1428571428571 54 12.0714285714286 4.92857142857143 13.5714285714286 28.7857142857143 14.0714285714286 13.3571428571429 27.2142857142857 39.5 7.64285714285714 4.5 10.2142857142857 13.5 7.92857142857143
